Restaurant Name,Sentiment labels,Review Rating
Nuts On Clark Union Station Inc,Positive,5
Nuts On Clark Union Station Inc,Positive,4
Roti Mediterranean Grill,Positive,3
Roti Mediterranean Grill,Positive,2
Roti Mediterranean Grill,Negative,3
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Positive,3
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Positive,3
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Negative,3
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Positive,5
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Positive,3
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Positive,3
Roti Mediterranean Grill,Positive,4
Roti Mediterranean Grill,Positive,5
Roti Mediterranean Grill,Positive,5
Chipotle Mexican Grill,Positive,4
Chipotle Mexican Grill,Positive,3
Chipotle Mexican Grill,Positive,2
Chipotle Mexican Grill,Positive,5
Chipotle Mexican Grill,Positive,5
Chipotle Mexican Grill,Positive,4
Chipotle Mexican Grill,Positive,3
Chipotle Mexican Grill,Positive,2
All Tangled Up Salon and Spa,Positive,5
Caribou Coffee,Positive,3
Caribou Coffee,Positive,4
Caribou Coffee,Positive,4
Caribou Coffee,Positive,3
Caribou Coffee,Positive,4
Caribou Coffee,Positive,4
Caribou Coffee,Positive,5
Caribou Coffee,Positive,5
Caribou Coffee,Positive,3
Caribou Coffee,Positive,3
Caribou Coffee,Positive,3
Mei's Kitchen,Positive,2
Mei's Kitchen,Negative,2
Mei's Kitchen,Positive,1
Mei's Kitchen,Negative,1
Mei's Kitchen,Positive,2
Mei's Kitchen,Negative,2
Mei's Kitchen,Positive,1
Mei's Kitchen,Positive,3
Au Bon Pain,Positive,1
Au Bon Pain,Positive,5
Au Bon Pain,Positive,2
Au Bon Pain,Positive,4
Au Bon Pain,Positive,4
Au Bon Pain,Positive,2
Au Bon Pain,Negative,2
Corner Bakery Cafe,Positive,4
Corner Bakery Cafe,Positive,3
Corner Bakery Cafe,Positive,1
Allied Gem Appraisers,Positive,5
Fannie May Candies,Positive,4
Cajun Grill At Union Station,Positive,3
Cajun Grill At Union Station,Negative,2
Cajun Grill At Union Station,Negative,3
Chicago Chapter of the Appraisal Institute,Positive,5
Einstein Bros Bagels,Positive,3
Einstein Bros Bagels,Negative,2
Daspin & Aument Llp,Positive,5
CBS 2 Chicago,Negative,1
CBS 2 Chicago,Negative,1
CBS 2 Chicago,Positive,5
The Coffee Beanery,Positive,4
Spex,Positive,5
Spex,Positive,3
Spex,Positive,4
Spex,Positive,5
Spex,Positive,5
Spex,Positive,4
Bella Bronze Tan & Body Spa,Positive,5
Bella Bronze Tan & Body Spa,Positive,4
Bella Bronze Tan & Body Spa,Positive,5
Bella Bronze Tan & Body Spa,Positive,5
Bella Bronze Tan & Body Spa,Positive,5
Bella Bronze Tan & Body Spa,Positive,5
Bella Bronze Tan & Body Spa,Positive,4
Bella Bronze Tan & Body Spa,Positive,5
Bella Bronze Tan & Body Spa,Positive,5
Bella Bronze Tan & Body Spa,Positive,2
Bella Bronze Tan & Body Spa,Positive,5
Bella Bronze Tan & Body Spa,Positive,5
Seattle's Best Coffee,Positive,4
Walgreens,Positive,1
Walgreens,Positive,1
Walgreens,Positive,1
IPO,Positive,3
IPO,Positive,4
IPO,Positive,2
IPO,Positive,3
IPO,Positive,2
IPO,Positive,2
IPO,Positive,4
IPO,Positive,3
IPO,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,3
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Negative,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,3
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,3
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,2
Beard Papa's Cream Puffs,Negative,4
Beard Papa's Cream Puffs,Negative,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,3
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,3
Beard Papa's Cream Puffs,Negative,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,3
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,3
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,3
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,2
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Negative,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Negative,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,3
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,3
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,3
Beard Papa's Cream Puffs,Positive,3
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,4
Beard Papa's Cream Puffs,Positive,5
Beard Papa's Cream Puffs,Positive,4
A' Cappella Bistro,Positive,3
A' Cappella Bistro,Negative,1
A' Cappella Bistro,Positive,1
A' Cappella Bistro,Positive,1
A' Cappella Bistro,Positive,1
A' Cappella Bistro,Positive,4
A' Cappella Bistro,Negative,1
Bar Millennium,Positive,5
Bar Millennium,Negative,4
Bar Millennium,Positive,5
Twelfth Street Beach,Positive,3
Twelfth Street Beach,Negative,4
Twelfth Street Beach,Positive,4
Tesori,Positive,1
Tesori,Positive,3
Tesori,Positive,5
Dunhill Staffing Services,Negative,1
Sarah's Pastries and Candies,Positive,1
Sarah's Pastries and Candies,Positive,4
Sarah's Pastries and Candies,Positive,4
Sarah's Pastries and Candies,Positive,2
Sarah's Pastries and Candies,Positive,5
Sarah's Pastries and Candies,Positive,3
Sarah's Pastries and Candies,Positive,1
Sarah's Pastries and Candies,Positive,2
Sarah's Pastries and Candies,Negative,1
Sarah's Pastries and Candies,Positive,3
Baldwin Kathleen Cooper MD,Positive,5
Passportvisaexpress.com,Positive,5
McCormick Bridgehouse and Chicago River Museum,Positive,5
McCormick Bridgehouse and Chicago River Museum,Positive,4
McCormick Bridgehouse and Chicago River Museum,Positive,3
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,3
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,4
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,4
Chicago Architecture Foundation,Positive,4
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,4
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,4
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,5
Chicago Architecture Foundation,Positive,4
Chicago Architecture Foundation,Positive,5
Kozy's Cyclery,Positive,1
Sunglass Hut Intl,Positive,4
Sunglass Hut Intl,Positive,4
Tantrum,Negative,2
Tantrum,Negative,3
Tantrum,Positive,4
Tantrum,Positive,3
Tantrum,Positive,3
Tantrum,Positive,3
Tantrum,Positive,1
Tantrum,Negative,3
Tantrum,Positive,1
Tantrum,Positive,3
Tantrum,Negative,4
Tantrum,Positive,4
Tantrum,Positive,2
Tantrum,Positive,3
Tantrum,Positive,4
Tantrum,Positive,2
Tantrum,Negative,4
Tantrum,Positive,4
Tantrum,Positive,3
Tantrum,Positive,3
Tantrum,Positive,3
Chicago Blues Festival,Positive,3
Chicago Blues Festival,Positive,5
Chicago Blues Festival,Positive,5
Chicago Blues Festival,Positive,5
Ashley Stewart,Negative,2
Sopraffina,Negative,2
Sopraffina,Positive,4
Sopraffina,Positive,2
Sopraffina,Positive,4
Sopraffina,Positive,3
Sopraffina,Positive,4
Sopraffina,Positive,4
Sopraffina,Positive,4
Sopraffina,Positive,4
Sopraffina,Positive,4
Yelptoberfest Elite Event @ The Berghoff,Positive,5
Yelptoberfest Elite Event @ The Berghoff,Positive,5
Yelptoberfest Elite Event @ The Berghoff,Positive,5
Yelptoberfest Elite Event @ The Berghoff,Positive,5
Yelptoberfest Elite Event @ The Berghoff,Positive,5
Yelptoberfest Elite Event @ The Berghoff,Positive,5
Yelptoberfest Elite Event @ The Berghoff,Positive,5
Yelptoberfest Elite Event @ The Berghoff,Positive,5
Yelptoberfest Elite Event @ The Berghoff,Positive,5
Yelptoberfest Elite Event @ The Berghoff,Positive,5
Yelptoberfest Elite Event @ The Berghoff,Positive,5
Yelptoberfest Elite Event @ The Berghoff,Positive,5
Yelptoberfest Elite Event @ The Berghoff,Positive,4
Harold Washington College,Positive,3
Harold Washington College,Positive,4
Harold Washington College,Negative,1
Harold Washington College,Positive,3
Harold Washington College,Positive,4
Harold Washington College,Positive,3
Harold Washington College,Positive,4
Harold Washington College,Positive,1
Dunkin' Donuts,Positive,1
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,3
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,5
Hackney's Printers' Row,Positive,2
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,2
Hackney's Printers' Row,Positive,3
Hackney's Printers' Row,Negative,1
Hackney's Printers' Row,Positive,3
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Negative,2
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,3
Hackney's Printers' Row,Positive,5
Hackney's Printers' Row,Positive,2
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,5
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,3
Hackney's Printers' Row,Positive,5
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,5
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,3
Hackney's Printers' Row,Positive,3
Hackney's Printers' Row,Positive,2
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,3
Hackney's Printers' Row,Positive,3
Hackney's Printers' Row,Positive,3
Hackney's Printers' Row,Positive,5
Hackney's Printers' Row,Positive,5
Hackney's Printers' Row,Positive,5
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,3
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,5
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Negative,2
Hackney's Printers' Row,Positive,2
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,1
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,5
Hackney's Printers' Row,Positive,5
Hackney's Printers' Row,Positive,2
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,5
Hackney's Printers' Row,Positive,2
Hackney's Printers' Row,Positive,2
Hackney's Printers' Row,Positive,3
Hackney's Printers' Row,Positive,3
Hackney's Printers' Row,Positive,1
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,2
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Negative,2
Hackney's Printers' Row,Positive,5
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,5
Hackney's Printers' Row,Negative,1
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,2
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,5
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,2
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,3
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Hackney's Printers' Row,Positive,4
Glass Curtain Gallery,Positive,5
"Kaplan & Sklar, DDS",Negative,5
"Kaplan & Sklar, DDS",Negative,1
"Kaplan & Sklar, DDS",Positive,4
"Kaplan & Sklar, DDS",Negative,1
"Kaplan & Sklar, DDS",Negative,1
Off-Track Betting-Otb,Positive,5
The Original Rainbow Cone,Positive,4
The Original Rainbow Cone,Positive,1
The Original Rainbow Cone,Positive,4
The Original Rainbow Cone,Negative,5
The Original Rainbow Cone,Positive,4
Brandos,Positive,4
Brandos,Positive,3
Brandos,Positive,4
Brandos,Positive,4
Brandos,Positive,3
Brandos,Positive,3
Brandos,Positive,5
Brandos,Negative,3
Brandos,Positive,3
Brandos,Positive,5
Brandos,Positive,4
Brandos,Positive,4
Brandos,Positive,3
Brandos,Positive,3
Brandos,Positive,4
Brandos,Positive,4
Brandos,Positive,4
Brandos,Positive,4
Brandos,Positive,4
Brandos,Positive,3
Brandos,Positive,4
Brandos,Positive,4
Brandos,Positive,3
Brandos,Positive,5
Brandos,Positive,5
Brandos,Positive,5
Brandos,Positive,5
Brandos,Positive,4
Brandos,Positive,5
Brandos,Positive,5
Brandos,Positive,4
Brandos,Positive,5
Brandos,Positive,5
Brandos,Positive,5
Brandos,Positive,2
Brandos,Positive,3
Brandos,Positive,4
Brandos,Positive,5
Brandos,Positive,4
Patty Burger,Positive,4
Patty Burger,Positive,4
Patty Burger,Positive,2
Patty Burger,Positive,3
Patty Burger,Positive,2
Patty Burger,Negative,2
Patty Burger,Positive,3
Patty Burger,Positive,3
Patty Burger,Positive,4
Patty Burger,Positive,4
Patty Burger,Positive,2
Patty Burger,Positive,4
Patty Burger,Positive,4
Patty Burger,Positive,3
Patty Burger,Positive,2
Patty Burger,Positive,4
Patty Burger,Negative,1
Patty Burger,Positive,2
Patty Burger,Negative,2
Patty Burger,Positive,4
Custom House Tavern,Positive,5
Custom House Tavern,Positive,3
Custom House Tavern,Positive,4
Custom House Tavern,Positive,3
Custom House Tavern,Positive,5
Custom House Tavern,Positive,4
Custom House Tavern,Positive,3
Custom House Tavern,Positive,4
Custom House Tavern,Positive,4
Custom House Tavern,Negative,4
Custom House Tavern,Positive,5
Custom House Tavern,Positive,4
Custom House Tavern,Positive,3
Custom House Tavern,Positive,4
Custom House Tavern,Positive,4
Custom House Tavern,Positive,3
Custom House Tavern,Positive,4
Custom House Tavern,Positive,4
Custom House Tavern,Positive,4
Custom House Tavern,Positive,4
Custom House Tavern,Positive,2
Custom House Tavern,Positive,3
Custom House Tavern,Positive,4
Custom House Tavern,Positive,4
Custom House Tavern,Positive,5
Custom House Tavern,Positive,5
Custom House Tavern,Positive,5
Custom House Tavern,Negative,3
Custom House Tavern,Positive,4
Custom House Tavern,Positive,4
Custom House Tavern,Positive,4
Custom House Tavern,Positive,5
Custom House Tavern,Positive,4
Custom House Tavern,Positive,4
Custom House Tavern,Positive,4
Custom House Tavern,Positive,5
Custom House Tavern,Positive,4
Custom House Tavern,Positive,4
Custom House Tavern,Positive,5
Custom House Tavern,Positive,4
Custom House Tavern,Positive,4
Custom House Tavern,Negative,2
Custom House Tavern,Positive,4
Custom House Tavern,Positive,5
Custom House Tavern,Positive,4
Custom House Tavern,Positive,3
Custom House Tavern,Positive,4
Custom House Tavern,Positive,1
Custom House Tavern,Positive,5
Custom House Tavern,Positive,3
Custom House Tavern,Positive,3
Custom House Tavern,Negative,3
Custom House Tavern,Positive,5
Custom House Tavern,Positive,5
Custom House Tavern,Positive,5
Custom House Tavern,Positive,5
Custom House Tavern,Positive,5
Custom House Tavern,Positive,5
Custom House Tavern,Positive,5
Custom House Tavern,Positive,3
Custom House Tavern,Positive,3
Custom House Tavern,Positive,4
Custom House Tavern,Positive,4
Custom House Tavern,Positive,5
Custom House Tavern,Positive,2
Custom House Tavern,Positive,4
Custom House Tavern,Positive,5
Custom House Tavern,Positive,5
Custom House Tavern,Positive,4
Custom House Tavern,Positive,1
Custom House Tavern,Positive,4
Custom House Tavern,Positive,5
Custom House Tavern,Positive,5
Custom House Tavern,Positive,4
Custom House Tavern,Positive,4
Custom House Tavern,Positive,5
Custom House Tavern,Positive,4
Custom House Tavern,Positive,5
Custom House Tavern,Positive,4
Custom House Tavern,Positive,5
Custom House Tavern,Positive,4
Custom House Tavern,Positive,5
Custom House Tavern,Positive,5
Custom House Tavern,Positive,5
Custom House Tavern,Positive,1
Custom House Tavern,Positive,3
Custom House Tavern,Positive,5
Custom House Tavern,Positive,3
Custom House Tavern,Positive,2
Custom House Tavern,Positive,4
Custom House Tavern,Positive,5
Custom House Tavern,Positive,5
Custom House Tavern,Positive,3
Custom House Tavern,Positive,4
Custom House Tavern,Positive,3
NYC Bagel Deli,Positive,4
NYC Bagel Deli,Positive,5
NYC Bagel Deli,Positive,2
NYC Bagel Deli,Negative,1
NYC Bagel Deli,Positive,4
NYC Bagel Deli,Positive,5
NYC Bagel Deli,Positive,4
NYC Bagel Deli,Positive,2
NYC Bagel Deli,Positive,4
NYC Bagel Deli,Positive,4
NYC Bagel Deli,Positive,5
NYC Bagel Deli,Positive,4
NYC Bagel Deli,Negative,5
NYC Bagel Deli,Positive,5
NYC Bagel Deli,Positive,4
NYC Bagel Deli,Positive,4
NYC Bagel Deli,Positive,5
NYC Bagel Deli,Positive,4
NYC Bagel Deli,Positive,4
NYC Bagel Deli,Negative,4
